,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
6799535,RedZone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,302,ShjnLevis,61.0,666097.4,301634.5
6799536,Grenade,SONVT,24.0,372324.8,399245.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,638,zwmhhhhhh,45.0,370847.3,399782.8
6799537,M16A4,aHcKuJl,19.0,413995.9,326056.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1139,BLASE-MAN,23.0,415223.9,322085.1
6799538,M416,The_BigL_Am,1.0,534884.6,276996.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1745,zpzpp,3.0,530865.3,276919.1
6799539,M416,AceiHQJ,9.0,570726.6,388858.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,306,single-yang,60.0,570378.8,388995.8
6799540,AKM,SONVT,24.0,372826.1,411259.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,148,xiaobin-233,85.0,373245.3,411942.3
6799541,AKM,TheRipper11,40.0,163514.9,292164.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,236,athenayi,74.0,163769.5,290829.5
6799542,P1911,ancute6b,90.0,324321.1,401265.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,121,lvmaozi111,92.0,324448.6,401278.0
6799543,Grenade,YZ91,2.0,538538.6,306300.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1585,#unknown,8.0,544476.9,304945.6
6799544,Mini 14,YZ91,2.0,515818.4,307962.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1224,taoweijie,18.0,535543.5,312442.4
6799545,SKS,aHcKuJl,19.0,405930.9,308684.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1068,LeeByungsun,26.0,398687.7,302115.6
6799546,S686,Benson991,56.0,363907.0,414318.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,311,Devil_Gri,59.0,363101.2,416556.9
6799547,M416,777zzh,25.0,602665.0,480628.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,426,qqlxh,51.0,602531.7,479091.2
6799548,M416,AceiHQJ,9.0,514591.3,421518.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,888,DitMeMayLuon39,33.0,517638.3,424255.6
6799549,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,860,anwen122,48.0,0.0,0.0
6799550,DP-28,LeslieVAN,57.0,157450.9,414035.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,94,WJRRRRRR,95.0,157957.6,415859.2
6799551,S1897,athenayi,74.0,172591.2,303459.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,105,170cm70kg20cm,93.0,172759.8,303048.8
6799552,S686,JackeyZHONG,36.0,324749.5,401019.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,130,ancute6b,90.0,324525.1,401195.2
6799553,S12K,Shaver999,72.0,440845.8,332814.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,143,End-one,87.0,440900.6,332956.6
6799554,SCAR-L,mentalabnormal,14.0,623841.5,303520.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,193,rht0408,78.0,620716.2,305255.0
6799555,S1897,rht0408,78.0,620884.8,304772.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,171,swallow661,81.0,620721.3,305195.7
6799556,M416,cangshudaxian,11.0,571428.4,338541.6,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1388,MryeyueL,13.0,571268.4,339180.3
6799557,DP-28,zwmhhhhhh,45.0,371272.9,410694.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,290,Psychosocials,63.0,372688.8,407136.5
6799558,SCAR-L,zhaoyichun,16.0,612099.9,321286.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1245,MmeVan,17.0,615115.9,317774.2
6799559,M416,AceiHQJ,9.0,589117.1,334316.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1379,mentalabnormal,14.0,585887.1,333321.8
6799560,AKM,EthanIncredible,12.0,395079.9,346842.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,926,komhh,30.0,392885.7,348315.4
6799561,UMP9,LeeByungsun,26.0,405890.1,294700.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,738,Z-rose-white,39.0,405933.6,294456.6
6799562,UMP9,komhh,30.0,170976.7,281245.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,397,fdsafdsaf21321,53.0,171185.9,280656.2
6799563,Mini 14,YZ91,2.0,539850.9,298029.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1660,Liveo6,5.0,540935.6,294621.4
6799564,AKM,bananagogogo,46.0,360403.8,414594.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,354,Benson991,56.0,361135.6,415643.9
6799565,P1911,Onii_669,64.0,391528.2,350425.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,235,HeyBoy6,75.0,391694.7,350128.4
6799566,M416,The_BigL_Am,1.0,483470.5,459719.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,799,JakeLi111,38.0,485492.0,459987.6
6799567,M16A4,yangzichongss,45.0,218165.2,396423.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,244,MLGB38,70.0,215173.7,395724.2
6799568,M416,The_BigL_Am,1.0,382875.3,432541.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,584,bananagogogo,46.0,387726.4,427065.9
6799569,AKM,EthanIncredible,12.0,312479.4,358863.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,193,lkcpcp,79.0,313515.7,359057.7
6799570,UMP9,Dankmar,29.0,150539.8,315010.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,329,Sakitam96,58.0,151232.7,315331.9
6799571,DP-28,LeslieVAN,57.0,163097.8,402756.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,207,Gary_Smile,77.0,170650.9,403791.5
6799572,Mini 14,SONVT,24.0,378770.3,392280.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,819,JackeyZHONG,36.0,372707.8,383021.8
6799573,M416,zpzpp,3.0,418334.1,373793.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,909,younamewhy,31.0,419406.8,377576.2
6799574,M416,AceiHQJ,9.0,558826.6,309629.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1494,liang0521,10.0,554890.6,306074.2
6799575,Hit by Car,yushen312,15.0,335279.2,529885.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,147,Vn-MrUzi,86.0,335576.5,530290.8
6799576,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1645,zhengmeng147258,6.0,520272.8,259707.8
6799577,SCAR-L,185751855,71.0,198993.6,289001.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,157,CodeT23,84.0,198774.2,281934.7
6799578,M16A4,aHcKuJl,19.0,443664.8,337521.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,897,SSmkar,32.0,443353.6,337745.8
6799579,AKM,DitMeMayLuon39,33.0,689297.7,461275.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,262,NB_cj,67.0,689249.7,460547.9
6799580,M16A4,zhengmeng147258,6.0,625306.3,423088.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,466,ailunZzzz,50.0,627268.6,424018.0
6799581,DP-28,LeslieVAN,57.0,179899.4,399394.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,250,yiyinyizhuo,69.0,185083.7,398486.2
6799582,M16A4,yangzichongss,45.0,218479.3,396764.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,165,OLD_J88,82.0,216382.0,397006.9
6799583,M16A4,zhaoyichun,16.0,626679.9,382503.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,360,Haoaydaf,55.0,623560.6,384285.8
6799584,Kar98k,Liveo6,5.0,568395.9,289840.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1500,AceiHQJ,9.0,557692.4,307510.1
6799585,M16A4,JackeyZHONG,36.0,366284.2,385022.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,639,ppni520,44.0,366931.2,387640.7
6799586,DP-28,aHcKuJl,19.0,440863.4,333293.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,237,Shaver999,72.0,441162.2,332912.2
6799587,M416,zpzpp,3.0,301779.6,432073.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,649,yangzichongss,45.0,0.0,0.0
6799588,SCAR-L,taoweijie,18.0,328129.2,510350.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,854,miaoshuai9527,35.0,327840.4,509855.5
6799589,UMP9,younamewhy,31.0,211639.1,274632.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,158,renshuaijibada6,83.0,210540.1,281066.7
6799590,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1181,gaoyachuang,86.0,0.0,0.0
6799591,Grenade,SKY-huaihaizi,28.0,432187.1,446533.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,962,SKY-huaihaizi,28.0,432187.1,446533.3
6799592,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1492,cangshudaxian,11.0,574280.1,317631.2
6799593,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1143,#unknown,22.0,342105.9,403305.8
6799594,DP-28,MryeyueL,13.0,430195.8,635147.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,252,zunxiaozang,68.0,430421.7,634968.2
6799595,M416,zpzpp,3.0,169721.7,469414.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,377,kaikaixingxingde,54.0,169634.5,464737.8
6799596,S12K,MOCARS,47.0,395458.0,356485.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,398,LIAYIA,52.0,395620.9,356171.8
6799597,SCAR-L,Thek1sch,41.0,535661.1,316870.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,671,HuYatv-Zbl,42.0,536484.6,316803.1
7090756,M416,HN-WWEN535,9.0,324557.7,513081.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,981,QlayloMO,12.0,325937.0,512083.2
7090757,Mini 14,ems-VINEGAR,22.0,247862.7,153195.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,174,Fat_Gay69,18.0,243623.5,153330.3
7090758,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,679,CatKiller69,18.0,277098.0,157666.7
7090759,Down and Out,CatKiller69,18.0,265317.1,148806.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,644,Gitch24,18.0,268605.6,142577.3
7090760,M416,FoxyDrop,4.0,363055.4,434048.5,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,607,WxNelson,21.0,363150.1,434139.5
7090761,UMP9,xiaorobusweiw888,14.0,345706.2,289597.3,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,403,SIA10000,23.0,346157.2,289088.8
7090762,Tommy Gun,3kills,10.0,438187.3,278985.4,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,132,golf_,13.0,437915.2,278857.1
7090763,AKM,king-onlyking,24.0,372980.6,299276.2,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,352,ZYuchen_,5.0,373009.0,299150.2
7090764,Down and Out,is__love,2.0,381029.0,617110.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1762,HacoK64rus,4.0,378321.9,617282.6
7090765,Down and Out,cool-Father,8.0,373077.3,544040.6,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1328,FoxyDrop,4.0,381039.8,540642.6
7090766,S1897,Unicorn123321,25.0,342885.6,289976.5,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,246,KawhiLeonard24,23.0,342841.4,290311.2
7090767,M416,is__love,2.0,380771.3,617230.9,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1762,DarzE,4.0,378587.7,616561.3
7090768,SCAR-L,FoxyDrop,4.0,362709.0,427021.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,668,XJ-yanggangzi,19.0,364464.1,423871.6
7090769,Down and Out,VINCENT310,21.0,512794.3,193752.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,624,KUMA0521,21.0,512740.3,193872.9
7090770,AKM,ArtK,4.0,361740.1,425009.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,738,NeverGiveUpxx,16.0,365311.6,423241.9
7090771,Down and Out,Gitch24,18.0,249477.2,147142.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,315,ems-VINEGAR,22.0,252387.3,152241.7
7090772,S1897,Unicorn123321,25.0,342485.2,289643.1,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,260,wyp10000,23.0,342268.9,289179.2
7090773,Down and Out,ArtK,4.0,365851.1,513893.2,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1236,jrsccY,9.0,358143.3,526090.2
7090774,SCAR-L,FoxyDrop,4.0,377971.1,424940.9,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,470,Axtt,21.0,378406.6,425392.9
7090775,AKM,CatKiller69,18.0,248729.8,153825.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,283,babalanengliang,22.0,249222.6,152791.2
7090776,M16A4,xiaorobusweiw888,14.0,345903.6,287545.7,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,345,Ragnarok1234,25.0,347554.5,289838.6
7090777,P1911,Gitch24,18.0,246681.6,144639.5,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,114,LancelotRin,21.0,246772.8,144323.5
7090778,M416,JackyAmiao,1.0,381318.3,617448.4,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1876,is__love,2.0,380711.1,617004.8
7090779,AKM,HN-WWEN535,9.0,200793.3,280005.9,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,128,SIMON9898,27.0,200680.7,280224.4
7090780,Down and Out,JackyAmiao,1.0,423413.2,619584.6,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1535,CCCMiserable,,424206.2,615309.6
7090781,Punch,KawhiLeonard24,23.0,343264.6,273543.9,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,85,DP520BBMM,14.0,343157.1,273453.9
7090782,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,700,VINCENT310,21.0,0.0,0.0
7090783,UMP9,ersdfa,3.0,385842.8,618812.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1767,ChenShaoFeiniubi,2.0,380476.9,620109.1
7090784,AKM,DarzE,4.0,376357.5,446586.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,847,lht5859,14.0,376544.8,447441.5
7090785,M416,mingge1542,20.0,447457.7,241157.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,565,gaoqiang97,8.0,447891.2,241130.2
7090786,P92,lht5859,14.0,346842.8,288601.7,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,337,Unicorn123321,25.0,346744.3,288953.6
7090787,AKM,gaoqiang97,8.0,429470.4,200591.7,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,198,JILAOshui,20.0,429974.1,201011.5
7090788,AKM,Gitch24,18.0,248883.8,154772.8,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,421,Gx946,22.0,249047.9,154435.0
7090789,Mini 14,Gitch24,18.0,257913.3,149569.3,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,506,ChristmasGhost,22.0,268750.8,142560.4
7090790,SCAR-L,ArtK,4.0,375728.0,447999.4,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,930,xiaolongwang,13.0,0.0,0.0
7090791,S686,golf_,13.0,438710.2,278198.4,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,101,13252692999,10.0,438102.3,278165.2
7090792,M416,jrsccY,9.0,363505.5,516865.9,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1159,mingmingmg,10.0,0.0,0.0
7090793,M416,HN-WWEN535,9.0,324881.9,513308.1,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,985,Unteic,12.0,326589.1,511746.9
7090794,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1488,penglei11,7.0,471232.2,618599.8
7090795,AKM,ArtK,4.0,364044.7,434542.2,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,610,kingtoomach,21.0,363814.9,434953.3
7090796,Bluezone,CCCMiserable,1.0,467822.6,615751.2,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1429,iphne88sp,7.0,470559.3,618618.3
7090797,Mini 14,penglei11,7.0,476738.1,618777.6,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1418,XIFA801,,467593.9,615349.0
7090798,AKM,cool-Father,8.0,434844.2,192611.5,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,312,KingSharkchili,20.0,434913.1,192210.6
7090799,Down and Out,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,823,mrxliushao,15.0,342226.5,403907.8
7090800,Down and Out,BietDoiPhiHo_63,27.0,202177.5,282133.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,107,YZN-M4,9.0,200697.5,282367.3
7090801,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1033,NaiZiDaWan,13.0,0.0,0.0
7090802,Buggy,wangdafeicj,15.0,332830.2,430983.0,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,823,wangdafeicj,15.0,332830.2,430983.0
7090803,Down and Out,,,,,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1420,s1295534172,7.0,0.0,0.0
7090804,Down and Out,JackyAmiao,1.0,380805.2,618518.4,MIRAMAR,2U4GBNA0YmkgJ2jUAEK0H6Ve2Ld3m_IUG7uhHGJ4im6WqGZFaRJMSSueL2nJ8c7G,1876,wuzhengqianNB,2.0,379780.9,616322.8
